Date,Open,High,Low,Close,Adj Close,Volume
2015-08-03,743.469971,744.609985,735.140015,743.039978,743.039978,453500
2015-08-04,741.989990,749.750000,740.559998,748.090027,748.090027,399500
2015-08-05,749.390015,758.609985,748.390015,757.770020,757.770020,533900
2015-08-06,758.489990,758.489990,746.010010,749.599976,749.599976,405500
2015-08-07,751.969971,751.969971,742.010010,749.119995,749.119995,385200
2015-08-10,755.669983,755.669983,743.679993,744.239990,744.239990,434800
2015-08-11,742.619995,749.880005,737.690002,745.659973,745.659973,455900
2015-08-12,741.150024,747.969971,733.960022,745.979980,745.979980,447000
2015-08-13,748.099976,749.979980,743.200012,743.599976,743.599976,223300
2015-08-14,745.940002,748.700012,741.090027,748.340027,748.340027,241300
2015-08-17,744.190002,754.750000,744.190002,754.030029,754.030029,272300
2015-08-18,754.049988,758.270020,745.099976,745.919983,745.919983,410300
2015-08-19,742.200012,750.559998,741.500000,745.280029,745.280029,280200
2015-08-20,741.309998,744.770020,734.219971,735.150024,735.150024,449500
2015-08-21,729.479980,731.419983,718.500000,720.010010,720.010010,706700
2015-08-24,695.000000,723.450012,685.000000,704.250000,704.250000,839500
2015-08-25,722.260010,722.940002,695.390015,695.390015,695.390015,696500
2015-08-26,703.150024,708.239990,691.869995,707.640015,707.640015,732300
2015-08-27,713.119995,730.000000,710.239990,727.169983,727.169983,583800
2015-08-28,725.000000,728.169983,717.090027,721.200012,721.200012,235600
2015-08-31,719.789978,722.099976,707.500000,710.010010,710.010010,464300
2015-09-01,697.950012,714.190002,696.099976,706.710022,706.710022,409000
2015-09-02,713.690002,724.000000,710.580017,723.869995,723.869995,374300
2015-09-03,722.500000,729.440002,721.909973,724.989990,724.989990,297400
2015-09-04,718.359985,729.909973,718.359985,719.229980,719.229980,293900
2015-09-08,731.460022,733.830017,721.880005,732.140015,732.140015,241100
2015-09-09,734.000000,736.010010,717.640015,718.830017,718.830017,337700
2015-09-10,718.250000,725.869995,718.000000,723.190002,723.190002,220300
2015-09-11,721.219971,729.950012,714.020020,729.059998,729.059998,644000
2015-09-14,728.479980,730.500000,723.070007,726.799988,726.799988,267700
2015-09-15,725.809998,733.500000,720.700012,732.080017,732.080017,296000
2015-09-16,734.750000,734.750000,725.190002,730.010010,730.010010,308700
2015-09-17,728.469971,738.989990,726.010010,730.200012,730.200012,285100
2015-09-18,728.979980,731.590027,724.119995,729.479980,729.479980,520700
2015-09-21,729.299988,737.859985,725.450012,731.190002,731.190002,325300
2015-09-22,724.989990,729.530029,722.000000,726.969971,726.969971,354200
2015-09-23,727.500000,733.219971,725.450012,731.570007,731.570007,213000
2015-09-24,729.770020,731.950012,721.609985,731.169983,731.169983,405600
2015-09-25,733.830017,741.890015,728.440002,730.280029,730.280029,420100
2015-09-28,730.520020,734.500000,707.500000,708.030029,708.030029,565700
2015-09-29,707.590027,721.159973,701.729980,708.539978,708.539978,483000
2015-09-30,714.890015,720.710022,710.000000,720.250000,720.250000,354000
2015-10-01,717.599976,724.570007,714.210022,724.429993,724.429993,315000
2015-10-02,717.479980,724.450012,709.450012,724.450012,724.450012,502800
2015-10-05,726.859985,729.830017,723.520020,728.080017,728.080017,426500
2015-10-06,727.159973,727.599976,711.659973,713.250000,713.250000,359700
2015-10-07,713.500000,720.690002,705.169983,720.159973,720.159973,386700
2015-10-08,722.000000,738.469971,718.900024,734.770020,734.770020,497400
2015-10-09,734.770020,738.000000,726.869995,732.929993,732.929993,355600
2015-10-12,734.570007,750.500000,729.210022,747.820007,747.820007,433600
2015-10-13,747.000000,757.000000,747.000000,750.419983,750.419983,418200
2015-10-14,739.000000,742.400024,710.909973,718.559998,718.559998,961300
2015-10-15,718.559998,724.940002,708.500000,723.809998,723.809998,628600
2015-10-16,728.000000,728.239990,720.059998,722.700012,722.700012,346600
2015-10-19,723.429993,725.169983,709.659973,718.640015,718.640015,714400
2015-10-20,717.250000,720.500000,705.630005,705.630005,705.630005,1291300
2015-10-21,650.609985,666.000000,646.799988,665.669983,665.669983,2007100
2015-10-22,666.460022,669.109985,650.210022,650.619995,650.619995,803100
2015-10-23,657.989990,657.989990,645.130005,649.719971,649.719971,690800
2015-10-26,646.640015,668.359985,645.950012,659.690002,659.690002,672000
2015-10-27,659.679993,662.979980,651.559998,656.549988,656.549988,388100
2015-10-28,656.890015,658.760010,652.489990,654.890015,654.890015,507200
2015-10-29,649.419983,654.840027,647.309998,648.200012,648.200012,366300
2015-10-30,648.000000,653.270020,640.049988,640.229980,640.229980,643600
